freq(fdbf_+66),vel(fdbf_+66),wav(fdbf_+66),freq(fdbf_+56),vel(fdbf_+56),wav(fdbf_+56),freq(fdbf_+51),vel(fdbf_+51),wav(fdbf_+51),freq(fdbf_+48),vel(fdbf_+48),wav(fdbf_+48),freq(fdbf_-2),vel(fdbf_-2),wav(fdbf_-2),freq(fdbf_-5),vel(fdbf_-5),wav(fdbf_-5),freq(fdbf_-10),vel(fdbf_-10),wav(fdbf_-10),freq(fdbf_-20),vel(fdbf_-20),wav(fdbf_-20),freq(fdbf_-30),vel(fdbf_-30),wav(fdbf_-30)
2.3125,4.808983770038932,2.0795605492060245,2.3125,5.635358435476944,2.4369117558819218,2.3125,87.19275679407922,37.70497591095317,2.3125,7.204926601172861,3.1156439356423182,2.3125,5.428609540234509,2.3475068282095175,2.3125,4.718204881473229,2.040304813610045,2.3125,4.820263263938831,2.084438168189765,2.3125,96.269317858516,41.629975290169085,2.3125,117.71324394304408,50.903024407802846
2.375,4.913406414637447,2.068802700899978,2.375,5.782380085833626,2.434686351929948,2.375,88.30053179928049,37.17917128390758,2.375,7.396773004641443,3.114430738796397,2.375,5.568790903268696,2.3447540645341878,2.375,4.8432529651336536,2.0392644063720646,2.375,4.944098201988866,2.081725558732154,2.375,94.44692499750434,39.76712631473867,2.375,117.89346130496232,49.639352128405186
2.4375,5.006447937129002,2.0539273588221545,2.4375,62.261405527327994,25.543140729160204,2.4375,89.37783537725672,36.66782989836173,2.4375,7.5855174947429695,3.112007177330449,2.4375,5.708643888820283,2.342007749259603,2.4375,4.9669078472567,2.0377057834899284,2.4375,5.0689288386896845,2.0795605492060245,2.4375,92.78064260902654,38.06385337806217,2.4375,118.78429745174648,48.732019467383175
2.5,5.113807036521615,2.045522814608646,2.5,62.65724280095474,25.062897120381898,2.5,5.098161015930162,2.039264406372065,2.5,7.776992026268303,3.1107968105073214,2.5,5.848169649385055,2.3392678597540217,2.5,64.47557737570166,25.790230950280666,2.5,61.8816073960531,24.75264295842124,2.5,91.25123537720921,36.50049415088368,2.5,119.64315188756532,47.85726075502613
2.5625,5.229615127046295,2.0408254154327006,2.5625,37.053907002264694,14.460061269176466,2.5625,5.222951715372388,2.0382250596575173,2.5625,7.968317673613749,3.1095873848248776,2.5625,5.987369332071925,2.336534373491483,2.5625,65.24592941280692,25.461826112314895,2.5625,64.42555429634002,25.141679725400984,2.5625,90.23806357940828,35.21485407976908,2.5625,119.76772759785885,46.73862540404248
2.625,5.351704576445678,2.0387446005507344,2.625,37.416497910585434,14.253903965937308,2.625,5.3476152760949285,2.037186771845687,2.625,8.162666885165304,3.109587384824878,2.625,6.126244078634383,2.3338072680511934,2.625,66.20501785284848,25.220959182037518,2.625,67.05074441404554,25.543140729160207,2.625,88.91567660742207,33.87263870758936,2.625,119.88661255802887,45.671090498296714
2.6875,31.512166918789138,11.725457458154098,2.6875,37.83537485638587,14.078279016329626,2.6875,5.472151892295233,2.036149541319156,2.6875,8.907656571209827,3.3144768637059823,2.6875,6.266621428572068,2.3317661129570486,2.6875,67.14613053540545,24.98460671084854,2.6875,69.98827354200303,26.0421482946988,2.6875,88.41174789946814,32.89739456724396,2.6875,120.00018799976327,44.65123274409796
2.75,32.245008009923765,11.725457458154096,2.75,38.24405531650356,13.906929206001296,2.75,5.595138104625576,2.0345956744093003,2.75,9.088447605100857,3.3048900382184936,2.75,6.404887830879417,2.329050120319788,2.75,68.0697681356584,24.752642958421237,2.75,72.80110207649743,26.473128027817246,2.75,5.551361297804952,2.018676835565437,2.75,5.615135395380268,2.0418674165019155
2.8125,32.9295742783633,11.708293076751394,2.8125,38.642907124917016,13.739700311081606,2.8125,5.719390537616467,2.0335610800414106,2.8125,9.268195811745677,3.2953585108429073,2.8125,6.542832508269923,2.3263404473848612,2.8125,69.18856492703677,24.600378640724184,2.8125,75.4546508473633,26.828320301284727,2.8125,5.663235179458179,2.0135947304740194,2.8125,5.713579813088284,2.031495044653612
2.875,33.66134259566026,11.708293076751394,2.875,39.09864769505452,13.59952963306244,2.875,5.842032084519213,2.0320111598327695,2.875,9.443030756184363,3.2845324369336915,2.875,6.680456582346207,2.32363707212042,2.875,70.07945459287095,24.375462467085548,2.875,78.44708511637702,27.28594264917462,2.875,5.768752537098281,2.006522621599402,2.875,5.815437953970341,2.022761027467945
